Name,Age,Nationality,Overall,Potential,Club
E. Hysaj,23,Albania,79,83,Napoli
João Cancelo,23,Portugal,79,86,Inter
A. Romagnoli,22,Italy,79,87,Milan
Óliver Torres,22,Spain,79,85,FC Porto
H. Çalhanoğlu,23,Turkey,79,83,Milan
Gerard Moreno,25,Spain,79,83,RCD Espanyol
B. Traoré,21,Burkina Faso,79,85,Olympique Lyonnais
L. Vietto,23,Argentina,79,86,Atlético Madrid
L. Paredes,23,Argentina,79,84,Zenit St. Petersburg
M. Arnold,23,Germany,79,84,VfL Wolfsburg
S. Gnabry,21,Germany,79,87,TSG 1899 Hoffenheim
L. Shaw,21,England,79,84,Manchester United
E. Višća,27,Bosnia Herzegovina,79,79,İstanbul Başakşehir FK
Bernard,24,Brazil,79,84,Shakhtar Donetsk
D. Baselli,25,Italy,79,84,Torino
A. Milik,23,Poland,79,86,Napoli
Bernat,24,Spain,79,83,FC Bayern Munich
W. Orban,24,Germany,79,82,RB Leipzig
Rubén Pardo,24,Spain,79,83,Real Sociedad
K. Zouma,22,France,79,86,Stoke City
C. Kramer,26,Germany,79,82,Borussia Mönchengladbach
S. Vrsaljko,25,Croatia,79,83,Atlético Madrid
Zé Luís,26,Cape Verde,79,81,Spartak Moscow
J. Stones,23,England,79,85,Manchester City
J. Vestergaard,24,Denmark,79,84,Borussia Mönchengladbach
Fernando,25,Brazil,79,84,Spartak Moscow
M. Depay,23,Netherlands,79,84,Olympique Lyonnais
F. Fernández,28,Argentina,79,79,Swansea City
S. Sané,26,Senegal,79,81,Hannover 96
N. Sansone,25,Italy,79,82,Villarreal CF
P. Ntep,24,France,79,82,VfL Wolfsburg
F. Ghoulam,26,Algeria,79,82,Napoli
J. Murillo,25,Colombia,79,83,Valencia CF
Gabriel Paulista,26,Brazil,79,81,Valencia CF
V. Darida,26,Czech Republic,79,80,Hertha BSC Berlin
Cédric,25,Portugal,79,82,Southampton
L. Tonelli,27,Italy,79,81,Napoli
R. Saponara,25,Italy,79,82,Fiorentina
D. Sidibé,24,France,79,82,AS Monaco
Y. Konoplyanka,27,Ukraine,79,79,FC Schalke 04
L. Digne,23,France,79,84,FC Barcelona
Paco Alcácer,23,Spain,79,85,FC Barcelona
Vicente Gómez,28,Spain,79,79,UD Las Palmas
E. Çolak,26,Turkey,79,82,RC Deportivo de La Coruña
N. Jørgensen,26,Denmark,79,81,Feyenoord
Oriol Romeu,25,Spain,79,81,Southampton
Nolito,30,Spain,79,79,Sevilla FC
B. Martins Indi,25,Netherlands,79,82,Stoke City
M. Gabbiadini,25,Italy,79,83,Southampton
P. Herrmann,26,Germany,79,80,Borussia Mönchengladbach
F. Lejeune,26,France,79,83,Newcastle United
J. Bruma,25,Netherlands,79,83,VfL Wolfsburg
P. Jones,25,England,79,80,Manchester United
Adrián,30,Spain,79,79,West Ham United
Keko,25,Spain,79,82,Málaga CF
H. Pérez,28,Paraguay,79,79,RCD Espanyol
Jaume Costa,29,Spain,79,79,Villarreal CF
A. Areola,24,France,79,86,Paris Saint-Germain
Escudero,27,Spain,79,79,Sevilla FC
Y. Mallı,25,Turkey,79,81,VfL Wolfsburg
A. Kokorin,26,Russia,79,81,Zenit St. Petersburg
S. Corchia,26,France,79,80,Sevilla FC
J. Kucka,30,Slovakia,79,79,Trabzonspor
J. Zoet,26,Netherlands,79,82,PSV
A. Ljajić,25,Serbia,79,82,Torino
Canales,26,Spain,79,82,Real Sociedad
M. Hitz,29,Switzerland,79,79,FC Augsburg
Balenziaga,29,Spain,79,79,Athletic Club de Bilbao
W. Bony,28,Ivory Coast,79,79,Swansea City
B. Hübner,27,Germany,79,79,TSG 1899 Hoffenheim
F. Coquelin,26,France,79,80,Arsenal
Jonathas,28,Brazil,79,79,Hannover 96
G. Bou,27,Argentina,79,80,Club Tijuana
V. Babacan,28,Turkey,79,80,İstanbul Başakşehir FK
S. Doumbia,29,Ivory Coast,79,79,Sporting CP
C. Noboa,32,Ecuador,79,79,Zenit St. Petersburg
I. Smolnikov,28,Russia,79,79,Zenit St. Petersburg
Maurício,28,Brazil,79,79,Lazio
M. Fabián,27,Mexico,79,79,Eintracht Frankfurt
R. Zieler,28,Germany,79,80,VfB Stuttgart
D. Drinkwater,27,England,79,80,Chelsea
A. Kolarov,31,Serbia,79,79,Roma
Mariano,31,Brazil,79,79,Galatasaray SK
S. Feghouli,27,Algeria,79,79,Galatasaray SK
K. Papadopoulos,25,Greece,79,82,Hamburger SV
S. Wagner,29,Germany,79,79,TSG 1899 Hoffenheim
P. Piatti,28,Argentina,79,79,RCD Espanyol
C. Yacob,29,Argentina,79,79,West Bromwich Albion
A. Ogbonna,29,Italy,79,79,West Ham United
Roberto,31,Spain,79,79,Málaga CF
N. Amrabat,30,Morocco,79,79,CD Leganés
W. Vainqueur,28,France,79,79,Antalyaspor
Marcelo,30,Brazil,79,79,Olympique Lyonnais
Antunes,30,Portugal,79,79,Getafe CF
Fabricio,29,Spain,79,80,Beşiktaş JK
S. Prödl,30,Austria,79,79,Watford
S. Tasci,30,Germany,79,79,Spartak Moscow
F. Johnson,29,United States,79,79,Borussia Mönchengladbach
Bojan,26,Spain,79,80,Deportivo Alavés
M. Fellaini,29,Belgium,79,79,Manchester United
P. Wernbloom,31,Sweden,79,79,CSKA Moscow
A. Ayew,27,Ghana,79,79,West Ham United
D. Ospina,28,Colombia,79,79,Arsenal
W. Reid,28,New Zealand,79,80,West Ham United
Lucas Leiva,30,Brazil,79,79,Lazio
Z. Junuzović,29,Austria,79,79,SV Werder Bremen
C. Ansaldi,30,Argentina,79,79,Torino
V. Moses,26,Nigeria,79,81,Chelsea
D. Zurutuza,30,France,79,79,Real Sociedad
D. Valeri,31,Argentina,79,79,Portland Timbers
José Fonte,33,Portugal,79,79,West Ham United
N. Şahin,28,Turkey,79,79,Borussia Dortmund
Gervinho,30,Ivory Coast,79,79,
G. dos Santos,28,Mexico,79,79,LA Galaxy
R. Shawcross,29,England,79,79,Stoke City
J. Evans,29,Northern Ireland,79,79,West Bromwich Albion
S. Sirigu,30,Italy,79,79,Torino
A. Gyan,31,Ghana,79,79,Kayserispor
Y. Cabaye,31,France,79,79,Crystal Palace
Danilo,33,Brazil,79,79,Udinese
N. Pareja,33,Argentina,79,79,Sevilla FC
S. Radu,30,Romania,79,79,Lazio
D. Abraham,30,Argentina,79,79,Eintracht Frankfurt
M. Krohn-Dehli,34,Denmark,79,79,Sevilla FC
Jurado,31,Spain,79,79,RCD Espanyol
B. Gomis,31,France,79,79,Galatasaray SK
H. Herrera,27,Mexico,79,80,FC Porto
Luisão,36,Brazil,79,79,SL Benfica
V. Berezutskiy,35,Russia,79,79,CSKA Moscow
I. Akinfeev,31,Russia,79,79,CSKA Moscow
I. Denisov,33,Russia,79,79,Lokomotiv Moscow
A. Samedov,32,Russia,79,79,Spartak Moscow
Xabi Prieto,33,Spain,79,79,Real Sociedad
Negredo,31,Spain,79,79,Beşiktaş JK
A. Pyatov,33,Ukraine,79,79,Shakhtar Donetsk
P. Zabaleta,32,Argentina,79,79,West Ham United
G. Ochoa,31,Mexico,79,79,Standard de Liège
W. Caballero,35,Argentina,79,79,Chelsea
Vágner Love,33,Brazil,79,79,Alanyaspor
M. Vorm,33,Netherlands,79,79,Tottenham Hotspur
D. Baier,33,Germany,79,79,FC Augsburg
Gomes,36,Brazil,79,79,Watford
R. Adler,32,Germany,79,79,1. FSV Mainz 05
S. Sorrentino,38,Italy,79,79,Chievo Verona
T. Rosický,36,Czech Republic,79,79,Sparta Praha
A. Pirlo,38,Italy,79,79,New York City Football Club
G. Barry,36,England,79,79,West Bromwich Albion
E. Belözoğlu,36,Turkey,79,79,İstanbul Başakşehir FK
A. Lunev,25,Russia,78,80,Zenit St. Petersburg
André Silva,21,Portugal,78,86,Milan
K. Dolberg,19,Denmark,78,88,Ajax
Yeray,22,Spain,78,84,Athletic Club de Bilbao
C. Pulisic,18,United States,78,89,Borussia Dortmund
L. Tousart,20,France,78,87,Olympique Lyonnais
A. Onana,21,Cameroon,78,85,Ajax
V. Koziello,21,France,78,85,OGC Nice
N. Radoja,24,Serbia,78,83,RC Celta de Vigo
V. Rongier,22,France,78,84,FC Nantes
O. Al Soma,28,Syria,78,78,Al Ahli
F. Cervi,23,Argentina,78,85,SL Benfica
Jorge Meré,20,Spain,78,84,1. FC Köln
Jony,25,Spain,78,79,Málaga CF
R. Karsdorp,22,Netherlands,78,84,Roma
Dani Ceballos,20,Spain,78,88,Real Madrid CF
H. Lozano,21,Mexico,78,85,PSV
Raúl,27,Brazil,78,79,SC Braga
Pau López,22,Spain,78,83,RCD Espanyol
M. Vecino,25,Uruguay,78,81,Inter
A. Sanabria,21,Paraguay,78,86,Real Betis Balompié
R. Battaglia,25,Argentina,78,80,Sporting CP
J. Izquierdo,24,Colombia,78,80,Brighton & Hove Albion
T. Bongonda,21,Belgium,78,84,Trabzonspor
Rúben Semedo,23,Portugal,78,85,Villarreal CF
Rafa,24,Portugal,78,83,SL Benfica
Morales,29,Spain,78,78,Levante UD
Capa,25,Spain,78,83,SD Eibar
M. Sportiello,25,Italy,78,82,Fiorentina
D. Zapata,26,Colombia,78,81,Sampdoria
D. Benedetto,27,Argentina,78,79,Boca Juniors
A. Ruiz,23,Argentina,78,84,Sporting CP
D. Laxalt,24,Uruguay,78,82,Genoa
D. Origi,22,Belgium,78,85,VfL Wolfsburg
N. Stark,22,Germany,78,85,Hertha BSC Berlin
Hernâni,25,Portugal,78,79,FC Porto
Iuri Medeiros,22,Portugal,78,85,Sporting CP
Bruno Fernandes,22,Portugal,78,85,Sporting CP
R. Gagliardini,23,Italy,78,85,Inter
Pedro Santos,29,Portugal,78,78,Columbus Crew SC
Carles Gil,24,Spain,78,83,RC Deportivo de La Coruña
Paulo Oliveira,26,Portugal,78,82,SD Eibar
A. Szymanowski,28,Argentina,78,78,CD Leganés
Bruno Peres,27,Brazil,78,78,Roma
K. Wimmer,24,Austria,78,83,Stoke City
Tiago Volpi,26,Brazil,78,80,Querétaro
F. Kostić,24,Serbia,78,83,Hamburger SV
A. Samaris,28,Greece,78,78,SL Benfica
A. Doucouré,24,France,78,84,Watford
G. Pizarro,27,Argentina,78,80,Sevilla FC
J. Martínez,24,Venezuela,78,81,Atlanta United FC
M. Ginter,23,Germany,78,82,Borussia Mönchengladbach
J. Lingard,24,England,78,80,Manchester United
M. Weiser,23,Germany,78,85,Hertha BSC Berlin
D. Cheryshev,26,Russia,78,79,Villarreal CF
Bigas,26,Spain,78,81,UD Las Palmas
D. Heintz,23,Germany,78,82,1. FC Köln
B. Davies,24,Wales,78,82,Tottenham Hotspur
L. Castro,28,Argentina,78,78,Chievo Verona
J. Ward-Prowse,22,England,78,86,Southampton
T. Inui,29,Japan,78,78,SD Eibar
M. Sabitzer,23,Austria,78,82,RB Leipzig
B. Mendy,22,France,78,86,Manchester City
R. Jiménez,26,Mexico,78,80,SL Benfica
E. Sala,26,Argentina,78,80,FC Nantes
B. Reynet,26,France,78,80,Dijon FCO
M. Niang,22,France,78,85,Torino
K. Fortounis,24,Greece,78,82,Olympiakos CFP
Pozuelo,25,Spain,78,81,KRC Genk
Joãozinho,28,Brazil,78,78,FC Krasnodar
P. Kadeřábek,25,Czech Republic,78,82,TSG 1899 Hoffenheim
T. Vilhena,22,Netherlands,78,84,Feyenoord
M. Elyounoussi,22,Norway,78,84,FC Basel
L. Bittencourt,23,Germany,78,82,1. FC Köln
Sergi Darder,23,Spain,78,84,RCD Espanyol
D. Demme,25,Germany,78,81,RB Leipzig
V. Eysseric,25,France,78,80,Fiorentina
G. Ramírez,26,Uruguay,78,81,Sampdoria
David López,27,Spain,78,78,RCD Espanyol
C. Tătăruşanu,31,Romania,78,78,FC Nantes
M. Badelj,28,Croatia,78,78,Fiorentina
A. Mandi,25,Algeria,78,83,Real Betis Balompié
Ismaily,27,Brazil,78,78,Shakhtar Donetsk
A. Marchesín,29,Argentina,78,79,Club América
L. Teodorczyk,26,Poland,78,80,RSC Anderlecht
Marafona,30,Portugal,78,78,SC Braga
B. Lecomte,26,France,78,83,Montpellier Hérault SC
N. Chadli,27,Belgium,78,78,West Bromwich Albion
S. Rode,26,Germany,78,80,Borussia Dortmund
M. van Ginkel,24,Netherlands,78,82,PSV
André André,27,Portugal,78,78,FC Porto
J. Guidetti,25,Sweden,78,82,RC Celta de Vigo
Danilo,25,Brazil,78,81,Manchester City
V. Aboubakar,25,Cameroon,78,82,FC Porto
C. Aránguiz,28,Chile,78,78,Bayer 04 Leverkusen
Raúl Navas,29,Spain,78,79,Real Sociedad
K. Mbodj,27,Senegal,78,80,RSC Anderlecht
Rodrigo,26,Spain,78,81,Valencia CF
R. Funes Mori,26,Argentina,78,81,Monterrey
M. Höger,27,Germany,78,78,1. FC Köln
N. Lodeiro,28,Uruguay,78,78,Seattle Sounders FC
D. Caligiuri,29,Italy,78,78,FC Schalke 04
S. Verdi,24,Italy,78,80,Bologna
E. Pérez,31,Argentina,78,78,River Plate
T. Gutiérrez,32,Colombia,78,78,CPD Junior Barranquilla
C. Austin,27,England,78,78,Southampton
E. Berisha,28,Albania,78,79,Atalanta
G. Gillet,33,Belgium,78,78,Olympiakos CFP
L. López,34,Argentina,78,78,Racing Club de Avellaneda
A. Townsend,25,England,78,79,Crystal Palace
D. Heintz,23,Germany,78,82,1. FC Köln
Pozuelo,25,Spain,78,81,KRC Genk
T. Vermaelen,31,Belgium,78,78,FC Barcelona
I. Abate,30,Italy,78,78,Milan
J. Briand,31,France,78,78,En Avant de Guingamp
M. Sabitzer,23,Austria,78,82,RB Leipzig
Capa,25,Spain,78,83,SD Eibar
J. Toulalan,33,France,78,78,Girondins de Bordeaux
Bruno Alves,35,Portugal,78,78,Rangers
T. Howard,38,United States,78,78,Colorado Rapids
M. Barovero,33,Argentina,78,78,Necaxa
C. Aránguiz,28,Chile,78,78,Bayer 04 Leverkusen
V. Rongier,22,France,78,84,FC Nantes
Joaquín,35,Spain,78,78,Real Betis Balompié
J. Lingard,24,England,78,80,Manchester United
S. Bocchetti,30,Italy,78,78,Spartak Moscow
A. Marchesín,29,Argentina,78,79,Club América
Muniain,24,Spain,78,83,Athletic Club de Bilbao
Danilo,25,Brazil,78,81,Manchester City
C. Gentner,31,Germany,78,78,VfB Stuttgart
O. Al Soma,28,Syria,78,78,Al Ahli
F. Gago,31,Argentina,78,78,Boca Juniors
Bigas,26,Spain,78,81,UD Las Palmas
D. Origi,22,Belgium,78,85,VfL Wolfsburg
D. Cheryshev,26,Russia,78,79,Villarreal CF
R. van Persie,33,Netherlands,78,78,Fenerbahçe SK
M. Layún,29,Mexico,78,78,FC Porto
V. Eysseric,25,France,78,80,Fiorentina
Sergi Darder,23,Spain,78,84,RCD Espanyol
D. Laxalt,24,Uruguay,78,82,Genoa
Tiago Volpi,26,Brazil,78,80,Querétaro
Morales,29,Spain,78,78,Levante UD
V. Aboubakar,25,Cameroon,78,82,FC Porto
A. Szymanowski,28,Argentina,78,78,CD Leganés
N. Nkoulou,27,Cameroon,78,79,Torino
S. Ignashevich,37,Russia,78,78,CSKA Moscow
Ismaily,27,Brazil,78,78,Shakhtar Donetsk
Pau López,22,Spain,78,83,RCD Espanyol
Rafinha,31,Brazil,78,78,FC Bayern Munich
L. Tousart,20,France,78,87,Olympique Lyonnais
J. Terry,36,England,78,78,Aston Villa
P. Skjelbred,30,Norway,78,78,Hertha BSC Berlin
I. Afellay,31,Netherlands,78,78,Stoke City
N. Lombaerts,32,Belgium,78,78,KV Oostende
Granero,29,Spain,78,78,RCD Espanyol
J. Baumgartlinger,29,Austria,78,78,Bayer 04 Leverkusen
R. Palacio,35,Argentina,78,78,Bologna
Miguel Lopes,30,Portugal,78,78,Akhisar Belediyespor
Susaeta,29,Spain,78,78,Athletic Club de Bilbao
Hilton,39,Brazil,78,78,Montpellier Hérault SC
Y. M'Vila,27,France,78,81,Rubin Kazan
Pedro Santos,29,Portugal,78,78,Columbus Crew SC
Hernâni,25,Portugal,78,79,FC Porto
V. Koziello,21,France,78,85,OGC Nice
J. Guidetti,25,Sweden,78,82,RC Celta de Vigo
Borja Bastón,24,Spain,78,83,Málaga CF
J. Farfán,32,Peru,78,78,Lokomotiv Moscow
J. Montero,27,Ecuador,78,78,Getafe CF
A. Mandi,25,Algeria,78,83,Real Betis Balompié
K. Mbodj,27,Senegal,78,80,RSC Anderlecht
M. Badelj,28,Croatia,78,78,Fiorentina
R. Battaglia,25,Argentina,78,80,Sporting CP
M. Ruben,30,Argentina,78,78,Rosario Central
M. Borriello,35,Italy,78,78,Ferrara (SPAL)
Rodrigo,26,Spain,78,81,Valencia CF
R. Gagliardini,23,Italy,78,85,Inter
Eliseu,33,Portugal,78,78,SL Benfica
F. Kostić,24,Serbia,78,83,Hamburger SV
A. Onana,21,Cameroon,78,85,Ajax
Mosquera,29,Spain,78,78,RC Deportivo de La Coruña
Rochina,26,Spain,78,80,Rubin Kazan
André André,27,Portugal,78,78,FC Porto
Rúben Semedo,23,Portugal,78,85,Villarreal CF
B. Džemaili,31,Switzerland,78,78,Montreal Impact
K. Fortounis,24,Greece,78,82,Olympiakos CFP
S. Ryzhikov,36,Russia,78,78,Rubin Kazan
A. N'Diaye,27,Senegal,78,80,Wolverhampton Wanderers
B. Reynet,26,France,78,80,Dijon FCO
Y. Gourcuff,30,France,78,78,Stade Rennais FC
K. Asamoah,28,Ghana,78,78,Juventus
R. Bobadilla,30,Paraguay,78,78,Borussia Mönchengladbach
R. Hamouma,30,France,78,78,AS Saint-Étienne
C. Pulisic,18,United States,78,89,Borussia Dortmund
M. Fernández,31,Chile,78,78,Necaxa
K. Honda,31,Japan,78,78,Pachuca
Raúl Navas,29,Spain,78,79,Real Sociedad
A. Dzyuba,28,Russia,78,78,Zenit St. Petersburg
B. Yılmaz,31,Turkey,78,78,Trabzonspor
J. Holebas,33,Greece,78,78,Watford
K. Casteels,25,Belgium,78,81,VfL Wolfsburg
Javi García,30,Spain,78,78,Real Betis Balompié
D. Caligiuri,29,Italy,78,78,FC Schalke 04
Fontàs,27,Spain,78,80,RC Celta de Vigo
K. Vermeer,31,Netherlands,78,78,Feyenoord
Jony,25,Spain,78,79,Málaga CF
C. Tosun,26,Turkey,78,80,Beşiktaş JK
M. Höger,27,Germany,78,78,1. FC Köln
S. Dann,30,England,78,78,Crystal Palace
Rafa,24,Portugal,78,83,SL Benfica
Y. Bolasie,28,DR Congo,78,78,Everton
Bruno Fernandes,22,Portugal,78,85,Sporting CP
D. Glushakov,30,Russia,78,78,Spartak Moscow
Juanfran,28,Spain,78,78,RC Deportivo de La Coruña
K. Trippier,26,England,78,79,Tottenham Hotspur
J. Cork,28,England,78,79,Burnley
Guilherme,31,Russia,78,78,Lokomotiv Moscow
A. Ramos,31,Colombia,78,78,Granada CF
M. Bradley,29,United States,78,78,Toronto FC
Souza,28,Brazil,78,79,Fenerbahçe SK
T. Mangani,30,France,78,78,Angers SCO
N. Stark,22,Germany,78,85,Hertha BSC Berlin
Rafael,26,Brazil,78,78,Olympique Lyonnais
Carles Gil,24,Spain,78,83,RC Deportivo de La Coruña
Adriano,32,Brazil,78,78,Beşiktaş JK
B. Mee,27,England,78,79,Burnley
M. Ginter,23,Germany,78,82,Borussia Mönchengladbach
Paulo Oliveira,26,Portugal,78,82,SD Eibar
C. Dempsey,34,United States,78,78,Seattle Sounders FC
R. Funes Mori,26,Argentina,78,81,Monterrey
M. Weiser,23,Germany,78,85,Hertha BSC Berlin
H. Briceldo,25,Chile,77,77,Colo-Colo
B. Moukandjo,28,Cameroon,77,77,
Juanmi,24,Spain,77,83,Real Sociedad
L. Kalinić,27,Croatia,77,79,KAA Gent
N. Subotić,28,Serbia,77,77,Borussia Dortmund
N. Blandi,27,Argentina,77,78,San Lorenzo de Almagro
P. De Blasis,29,Argentina,77,77,1. FSV Mainz 05
M. Phillips,26,Scotland,77,78,West Bromwich Albion
M. Braithwaite,26,Denmark,77,80,Middlesbrough
A. Lafont,18,France,77,89,Toulouse FC
D. Reyes,24,Mexico,77,82,FC Porto
Iván Ramis,32,Spain,77,77,SD Eibar
V. Behrami,32,Switzerland,77,77,Udinese
G. Hoarau,33,France,77,77,BSC Young Boys
T. Barnetta,32,Switzerland,77,77,FC St. Gallen
E. Choupo-Moting,28,Cameroon,77,77,Stoke City
Jesé,24,Spain,77,81,Stoke City
J. Pinola,34,Argentina,77,77,River Plate
Luís Hernández,28,Spain,77,78,Málaga CF
Jonny,23,Spain,77,83,RC Celta de Vigo
B. Dočkal,28,Czech Republic,77,77,
Raphaelito Anjos,29,Brazil,77,77,Santos Futebol Clube
M. Carcela-González,28,Morocco,77,77,Olympiakos CFP
L. Pavoletti,28,Italy,77,77,Cagliari
D. Bonera,36,Italy,77,77,Villarreal CF
Marcelo,27,Brazil,77,77,Rio Ave FC
Dalbert,23,Brazil,77,84,Inter
G. McAuley,37,Northern Ireland,77,77,West Bromwich Albion
A. Halilović,21,Croatia,77,85,UD Las Palmas
N. Amiri,20,Germany,77,85,TSG 1899 Hoffenheim
I. Popov,29,Bulgaria,77,77,Spartak Moscow
N. Burdisso,36,Argentina,77,77,Torino
W. Hoolahan,35,Republic of Ireland,77,77,Norwich City
Sidney Pessinho,25,Brazil,77,77,Grêmio Foot-Ball Porto Alegrense
A. Potuk,26,Turkey,77,80,Fenerbahçe SK
F. Pogba,26,Guinea,77,80,AS Saint-Étienne
M. Andújar,33,Argentina,77,77,Estudiantes de La Plata
D. Boyko,29,Ukraine,77,77,Beşiktaş JK
A. Carrillo,26,Peru,77,78,Watford
M. Andreolli,31,Italy,77,77,Cagliari
Bruno,27,Spain,77,80,Getafe CF
O. Duarte,28,Costa Rica,77,77,RCD Espanyol
Rúben Neves,20,Portugal,77,86,Wolverhampton Wanderers
Jozabed,26,Spain,77,80,RC Celta de Vigo
P. Pérez,31,Argentina,77,77,Boca Juniors
Gazzolisco,29,Brazil,77,77,Cruzeiro
Pacheco,25,Spain,77,81,Deportivo Alavés
M. Gamonales,29,Chile,77,77,Universidad de Chile
Ronaldo Esler,29,Brazil,77,77,Santos Futebol Clube
Vitor Hugo,26,Brazil,77,79,Fiorentina
T. Arslan,26,Turkey,77,77,Beşiktaş JK
J. Veretout,24,France,77,83,Fiorentina
D. Pabón,29,Colombia,77,77,Monterrey
Juan Jesus,26,Brazil,77,77,Roma
E. Durm,25,Germany,77,79,Borussia Dortmund
G. Imbula,24,France,77,82,Toulouse FC
Luis Alberto,24,Spain,77,82,Lazio
M. Risse,27,Germany,77,77,1. FC Köln
Luís Neto,29,Portugal,77,77,Fenerbahçe SK
B. Ruíz,31,Costa Rica,77,77,Sporting CP
Jordi Amat,25,Spain,77,83,Real Betis Balompié
S. Kapino,23,Greece,77,83,Olympiakos CFP
J. Ďurica,35,Slovakia,77,77,Trabzonspor
B. Stambouli,26,France,77,80,FC Schalke 04
F. Armani,30,Argentina,77,77,Atletico Nacional Medellin
C. Kaboré,29,Burkina Faso,77,77,FC Krasnodar
A. Rukavina,33,Serbia,77,77,Villarreal CF
P. Kimpembe,21,France,77,86,Paris Saint-Germain
Sergio León,28,Spain,77,77,Real Betis Balompié
M. Elneny,24,Egypt,77,81,Arsenal
D. Torres,27,Colombia,77,79,Deportivo Alavés
S. Okazaki,31,Japan,77,77,Leicester City
C. Jallet,33,France,77,77,OGC Nice
Y. Salibur,26,France,77,78,En Avant de Guingamp
N. Redmond,23,England,77,85,Southampton
A. Song,29,Cameroon,77,77,Rubin Kazan
Andreas Pereira,21,Brazil,77,86,Valencia CF
Castán,30,Brazil,77,77,Roma
K. Huntelaar,33,Netherlands,77,77,Ajax
T. Partey,24,Ghana,77,83,Atlético Madrid
Mário Rui,26,Portugal,77,78,Napoli
André Pinto,27,Portugal,77,78,Sporting CP
L. Rémy,30,France,77,77,UD Las Palmas
Badou Ndiaye,26,Senegal,77,80,Galatasaray SK
O. Kıvrak,29,Turkey,77,77,Trabzonspor
A. Bertolacci,26,Italy,77,80,Genoa
A. Belenov,30,Russia,77,77,FC Ufa
A. Živković,20,Serbia,77,86,SL Benfica
M. Lemina,23,Gabon,77,83,Southampton
Iraizoz,36,Spain,77,77,Girona CF
D. Da Silva,29,France,77,78,SM Caen
D. Benaglio,33,Switzerland,77,77,AS Monaco
T. Rincón,29,Venezuela,77,77,Torino
Y. Ōsako,27,Japan,77,78,1. FC Köln
L. Sané,30,Senegal,77,77,SV Werder Bremen
Gil,30,Brazil,77,77,
J. King,25,Norway,77,81,Bournemouth
Bastos,25,Angola,77,82,Lazio
J. Quintero,24,Colombia,77,82,Independiente Medellín
A. Meier,34,Germany,77,77,Eintracht Frankfurt
G. Nkoudou,22,France,77,83,Tottenham Hotspur
Montoya,26,Spain,77,80,Valencia CF
L. Dalsaro,25,Chile,77,77,Colo-Colo
K. Källström,34,Sweden,77,77,Djurgårdens IF
T. Vaclík,28,Czech Republic,77,78,FC Basel
M. Politano,23,Italy,77,82,Sassuolo
M. Zárate,30,Argentina,77,77,Watford
G. İnler,33,Switzerland,77,77,İstanbul Başakşehir FK
M. Albrighton,27,England,77,77,Leicester City
A. Gray,26,England,77,80,Watford
Marçal,28,Brazil,77,77,Olympique Lyonnais
M. Ryan,25,Australia,77,80,Brighton & Hove Albion
A. Gamberini,35,Italy,77,77,Chievo Verona
Yoel,28,Spain,77,77,SD Eibar
S. Widmer,24,Switzerland,77,82,Udinese
J. Aquino,27,Mexico,77,77,Tigres U.A.N.L.
S. Gentiletti,32,Argentina,77,77,Genoa
C. Sánchez,31,Colombia,77,77,Fiorentina
M. Sissoko,27,France,77,77,Tottenham Hotspur
G. Defrel,26,France,77,79,Roma
T. Krul,29,Netherlands,77,78,Brighton & Hove Albion
R. Martínez,34,Argentina,77,77,Club Atlético Lanús
J. Geis,23,Germany,77,80,Sevilla FC
P. Verhaegh,33,Netherlands,77,77,VfL Wolfsburg
B. Jones,35,Australia,77,77,Feyenoord
H. Nordtveit,27,Norway,77,79,TSG 1899 Hoffenheim
R. Steffen,25,Switzerland,77,79,FC Basel
Bruno Varela,22,Portugal,77,83,SL Benfica
M. Hasebe,33,Japan,77,77,Eintracht Frankfurt
J. Córdoba,24,Colombia,77,82,1. FC Köln
L. Schøne,31,Denmark,77,77,Ajax
R. Rosales,28,Venezuela,77,77,Málaga CF
N. De Préville,26,France,77,80,Girondins de Bordeaux
Marcos Llorente,22,Spain,77,86,Real Madrid CF
Y. Chará,26,Colombia,77,78,CPD Junior Barranquilla
S. Torrico,37,Argentina,77,77,San Lorenzo de Almagro
Wallace,22,Brazil,77,85,Lazio
J. Toornstra,28,Netherlands,77,77,Feyenoord
Pedro Obiang,25,Spain,77,82,West Ham United
A. Boruc,37,Poland,77,77,Bournemouth
V. Chiricheş,27,Romania,77,77,Napoli
S. Hanni,26,Algeria,77,78,RSC Anderlecht
C. Théréau,34,France,77,77,Fiorentina
D. Rolán,24,Uruguay,77,80,Málaga CF
Pedro Henrique,24,Brazil,77,82,Vitória Guimarães
Bruno Gaspar,24,Portugal,77,82,Fiorentina
Cristian Tello,25,Spain,77,78,Real Betis Balompié
Formosandrinho,25,Brazil,77,77,São Paulo Futebol Clube
S. Haller,23,France,77,82,Eintracht Frankfurt
Claudio Coíntra,33,Brazil,77,77,Grêmio Foot-Ball Porto Alegrense
M. Uth,25,Germany,77,80,TSG 1899 Hoffenheim
F. Sørensen,25,Denmark,77,81,1. FC Köln
J. Van Damme,33,Belgium,77,77,Royal Antwerp FC
L. Britton,34,England,77,77,Swansea City
I. Khune,30,South Africa,77,77,Kaizer Chiefs
V. Grifo,24,Italy,77,80,Borussia Mönchengladbach
T. Cairney,26,Scotland,77,80,Fulham
Sandro,21,Spain,77,85,Everton
F. Delph,27,England,77,78,Manchester City
